player,pos,team,ecr,sd,bye,age,gsis_id,proj_ppg,exp_games,proj_pts,proj_sd,ratio,ratio_raw,raw_games,market_std_pts,replacement,vorp,vorp_rank
Justin Herbert,QB,LAC,71.81,13.51,7.0,28.49281314168378,00-0036355,20.805010025728137,15.8,328.71915840650456,102.36046829256685,1.1569235444604828,1.2022841128912256,46.0,284.1321364583333,299.89636725074035,28.822791155764207,72
Minnesota Vikings,DST,MIN,186.53,12.28,6.0,,,8.858333333333334,16.0,141.73333333333335,30.0,,,,,113.56666666666666,28.166666666666686,73
Rome Odunze,WR,CHI,58.87,9.6,10.0,24.26009582477755,00-0039919,14.51263892648446,15.4,223.49463946786068,68.72664824510986,1.0918001869454788,1.109106529209622,29.0,204.70287708333333,195.337311092439,28.157328375421685,74
TreVeyon Henderson,RB,NE,70.95,9.66,11.0,23.874058863791923,00-0040734,14.36924049034717,15.6,224.16015164941587,80.2117939491529,1.1198013472092925,1.1406401551891368,17.0,200.17849791666666,196.1036845952354,28.056467054180473,75
Parker Washington,WR,JAC,58.52,14.49,7.0,24.46269678302533,00-0038606,14.4661416209669,15.4,222.77858096289026,68.66034894296422,1.0832410972281117,1.0809780882819944,33.0,205.65927708333334,195.337311092439,27.441269870451265,76
Mike Evans,WR,SF,59.7,12.13,8.0,33.04312114989733,00-0031408,14.394273792922963,15.4,221.67181641101362,68.55816772532103,1.0886174023551194,1.0970873786407767,39.0,203.62692708333333,195.337311092439,26.334505318574628,77
Dak Prescott,QB,DAL,77.92,12.49,14.0,33.106091718001366,00-0033077,20.630234437784008,15.8,325.9577041169873,102.12105773637288,1.1745116083168516,1.269330263600383,42.0,277.5261664583333,299.89636725074035,26.06133686624696,78
Caleb Williams,QB,CHI,65.14,11.8,10.0,24.79945242984257,00-0039918,20.560813645719364,15.8,324.860855602366,102.02636968231418,1.1324720533496757,1.1114231883046646,34.0,286.85993145833334,299.89636725074035,24.96448835162562,79
Cam Little,K,JAC,198.39,6.59,7.0,23.055441478439427,00-0039409,10.083333333333334,16.0,161.33333333333334,24.0,,,,,136.66666666666666,24.666666666666686,80
Rhamondre Stevenson,RB,NE,74.02,9.46,11.0,28.53388090349076,00-0036875,14.081791263864366,15.6,219.6759437162841,79.86643270827585,1.113093434006923,1.11290967226219,41.0,197.35624791666663,196.1036845952354,23.572259121048717,81
Kyle Pitts Sr.,TE,ATL,78.83,11.39,11.0,25.916495550992472,00-0036970,12.084781559674749,14.9,180.06324523915376,50.57763840406717,1.0616371239564035,1.066242436887127,51.0,169.60903229166667,156.53779939513723,23.52544584401653,82
Pittsburgh Steelers,DST,PIT,186.75,7.15,9.0,,,8.534375,16.0,136.55,30.0,,,,,113.56666666666666,22.98333333333335,83
Carnell Tate,WR,TEN,68.19,16.74,9.0,21.6290212183436,00-0041438,14.17300960702471,15.4,218.26434794818053,68.2458274543485,1.0842971096214584,,,201.29570208333334,195.337311092439,22.927036855741534,84
Tony Pollard,RB,TEN,84.99,10.61,9.0,29.352498288843258,00-0035261,14.016361300276737,15.6,218.65523628431708,79.78858988925228,1.1296640854617495,1.1571991462813989,50.0,193.55774791666667,196.1036845952354,22.55155168908169,85
Chris Godwin Jr.,WR,TB,74.37,15.04,10.0,30.5242984257358,00-0033921,14.099034148911729,15.4,217.12512589324064,68.14216644766682,1.092807961810793,1.111046511627907,33.0,198.68552708333334,195.337311092439,21.78781480080164,86
Sam LaPorta,TE,DET,86.19,13.68,6.0,25.648186173853524,00-0039065,11.965086283617557,14.9,178.2797856259016,50.38489649562686,1.062703189794652,1.0739247311827957,42.0,167.76065729166666,156.53779939513723,21.741986230764383,87
Jason Myers,K,SEA,200.45,7.81,11.0,35.32101300479124,00-0031492,9.895833333333334,16.0,158.33333333333334,24.0,,,,,136.66666666666666,21.666666666666686,88
Marvin Harrison Jr.,WR,ARI,69.24,13.21,14.0,24.07118412046544,00-0039849,14.09102668475822,15.4,217.0018109452766,68.1309687828277,1.084681740712355,1.0855689176688252,29.0,200.0603520833333,195.337311092439,21.664499852837594,89
Jaylen Warren,RB,PIT,74.43,8.34,9.0,27.8466803559206,00-0037228,13.95606229105332,15.6,217.71457174043178,79.71710557202324,1.1112305840792067,1.107886904761905,48.0,195.92204791666663,196.1036845952354,21.610887145196386,90
Brock Purdy,QB,SF,96.42,10.36,8.0,26.694045174537987,00-0037834,20.304479401138074,15.8,320.8107745379816,101.67874868505407,1.168070350261862,1.2471480320069201,40.0,274.6502164583333,299.89636725074035,20.91440728724126,91
New England Patriots,DST,NE,187.17,20.09,11.0,,,8.377083333333333,16.0,134.03333333333333,30.0,,,,,113.56666666666666,20.46666666666667,92
George Kittle,TE,SF,97.7,12.8,8.0,32.90896646132786,00-0033288,11.856926581241337,14.9,176.66820606049592,50.2117526258736,1.066873829310872,1.1026941626475968,42.0,165.59428229166667,156.53779939513723,20.13040666535869,93
DK Metcalf,WR,PIT,79.37,12.98,9.0,28.72826830937714,00-0035640,13.989768636770368,15.4,215.44243700626367,67.98976010554868,1.094236913361396,1.1122060284862538,46.0,196.88829208333334,195.337311092439,20.10512591382468,94
Trevor Lawrence,QB,JAC,76.37,13.23,7.0,26.91854893908282,00-0036971,20.234807130388273,15.8,319.7099526601347,101.58481459609563,1.135630647021164,1.1252279064779067,43.0,281.52635145833335,299.89636725074035,19.813585409394364,95
Eddy Pineiro,K,SF,209.07,12.01,8.0,30.981519507186857,00-0034173,9.770833333333334,16.0,156.33333333333334,24.0,,,,,136.66666666666666,19.666666666666686,96
Tyler Loop,K,BAL,212.52,18.81,13.0,25.089664613278572,00-0040074,9.604166666666666,16.0,153.66666666666666,24.0,,,,,136.66666666666666,17.0,97
Brian Thomas Jr.,WR,JAC,81.16,14.46,7.0,23.91238877481177,00-0039893,13.739439532798267,15.4,211.58736880509332,67.6437981417797,1.0895198336130776,1.1011116367076634,31.0,194.20240208333334,195.337311092439,16.250057712654325,98
Jacksonville Jaguars,DST,JAC,188.99,13.61,7.0,,,8.094791666666666,16.0,129.51666666666665,30.0,,,,,113.56666666666666,15.949999999999989,99
Rico Dowdle,RB,PIT,87.26,12.33,9.0,28.229979466119097,00-0036139,13.510440097144844,15.6,210.76286551545957,79.19644350184751,1.1288474160196835,1.1552610759493671,49.0,186.70624791666665,196.1036845952354,14.659180920224173,100
Evan McPherson,K,CIN,217.15,18.2,6.0,27.129363449691997,00-0036854,9.4375,16.0,151.0,24.0,,,,,136.66666666666666,14.333333333333343,101
Los Angeles Chargers,DST,LAC,191.65,13.22,7.0,,,7.928124999999999,16.0,126.84999999999998,30.0,,,,,113.56666666666666,13.283333333333317,102
Travis Kelce,TE,KC,98.18,15.03,5.0,36.91991786447639,00-0030506,11.279691997834325,14.9,168.06741076773145,49.30454916725446,1.063169165501511,1.0764802631578947,48.0,158.0815322916667,156.53779939513723,11.529611372594218,103
Michael Pittman Jr.,WR,PIT,81.63,13.08,9.0,28.919917864476385,00-0036252,13.34794332682323,15.4,205.55832723307776,67.11181922388286,1.0848539957964747,1.0858317214700193,49.0,189.48017708333333,195.337311092439,10.221016140638767,104
Jonathon Brooks,RB,CAR,88.71,21.45,5.0,23.129363449691997,00-0039344,13.173883705052052,15.6,205.512585798812,78.81222362216305,1.1100133442509819,1.0666666666666667,3.0,185.14424791666664,196.1036845952354,9.408901203576619,105
Wan'Dale Robinson,WR,TEN,85.64,12.2,9.0,25.66735112936345,00-0038117,13.249151206289689,15.4,204.03692857686121,66.97935365442834,1.0792306062036867,1.0702510303484452,48.0,189.05776708333332,195.337311092439,8.69961748442222,106
Baltimore Ravens,DST,BAL,196.77,16.19,13.0,,,7.5843750000000005,16.0,121.35000000000001,30.0,,,,,113.56666666666666,7.783333333333346,107
Dalton Kincaid,TE,BUF,111.01,12.69,7.0,26.885694729637237,00-0038933,11.02628836620946,14.9,164.29169665652097,48.91552139670279,1.062255758355341,1.070917285259809,41.0,154.66303229166667,156.53779939513723,7.753897261383742,108
Courtland Sutton,WR,DEN,86.25,15.44,10.0,30.90759753593429,00-0034348,13.151656080486088,15.4,202.53550363948577,66.84933742212749,1.0869369875153692,1.0915718240541372,49.0,186.33601208333334,195.337311092439,7.198192547046773,109
Cairo Santos,K,CHI,218.57,17.17,10.0,34.81724845995893,00-0031203,8.9375,16.0,143.0,24.0,,,,,136.66666666666666,6.333333333333343,110
Jaxson Dart,QB,NYG,98.35,13.68,8.0,23.318275154004105,00-0040691,19.347784632529752,15.8,305.6949971939701,100.40979318006019,1.1331453519622703,1.1006705853133536,14.0,269.77562645833336,299.89636725074035,5.7986299432297415,111
RJ Harvey,RB,DEN,94.71,16.6,10.0,25.58521560574949,00-0040730,12.917069993090275,15.6,201.50629189220828,78.52433452831814,1.1005078790895455,1.0605033881897385,17.0,183.10299791666665,196.1036845952354,5.402607296972889,112
Green Bay Packers,DST,GB,207.26,23.65,11.0,,,7.41875,16.0,118.7,30.0,,,,,113.56666666666666,5.13333333333334,113
Jake Bates,K,DET,220.72,15.54,6.0,27.512662559890487,00-0039172,8.833333333333334,16.0,141.33333333333334,24.0,,,,,136.66666666666666,4.666666666666686,114
Andy Borregales,K,NE,223.71,18.46,11.0,,,8.75,16.0,140.0,24.0,,,,,136.66666666666666,3.333333333333343,115
Isaiah Likely,TE,NYG,118.57,26.71,8.0,26.38466803559206,00-0037838,10.718344770972914,14.9,159.70333708749644,48.45061876689534,1.0623216555202892,1.0715532286212912,39.0,150.33425729166666,156.53779939513723,3.1655376923592087,116
Josh Downs,WR,IND,88.0,14.86,13.0,25.06776180698152,00-0038997,12.8895717198808,15.4,198.49940448616434,66.50336024340716,1.081020569454695,1.0751565762004174,47.0,183.62222708333334,195.337311092439,3.1620933937253426,117
Michael Wilson,WR,ARI,88.1,15.54,14.0,26.535249828884325,00-0038559,12.819278193478347,15.4,197.41688417956655,66.4114484362154,1.0843025715551882,1.0843124456048738,46.0,182.06807708333332,195.337311092439,2.0795730871275566,118
Kenny Gainwell,RB,TB,98.34,14.32,10.0,27.482546201232037,00-0036919,12.604044669460826,15.6,196.62309684358888,78.17971046327303,1.0981748430297307,1.0728336130927403,49.0,179.04534791666663,196.1036845952354,0.5194122483534898,119
Chase McLaughlin,K,TB,228.08,21.68,10.0,30.409308692676248,00-0035358,8.5625,16.0,137.0,24.0,,,,,136.66666666666666,0.3333333333333428,120
Jared Goff,QB,DET,105.55,10.76,6.0,31.89596167008898,00-0033106,18.98078273738863,15.8,299.89636725074035,99.9351588084489,1.1907653440767196,1.318793788847159,51.0,251.85177645833332,299.89636725074035,0.0,121
Stefon Diggs,WR,WAS,93.69,28.49,7.0,32.76933607118412,00-0031588,12.684240980028505,15.4,195.337311092439,66.23593855346641,1.0946840421535224,1.114303158311607,42.0,178.44172708333332,195.337311092439,0.0,122
Chuba Hubbard,RB,CAR,99.84,17.33,5.0,27.23887748117728,00-0036555,12.570749012515089,15.6,196.1036845952354,78.14346306488463,1.12292657987483,1.1396724294813465,47.0,174.63624791666666,196.1036845952354,0.0,123
Kansas City Chiefs,DST,KC,209.61,17.31,5.0,47.07734428473648,,7.097916666666666,16.0,113.56666666666666,30.0,,,,,113.56666666666666,0.0,124
Harrison Mevis,K,LAR,229.98,25.59,11.0,24.44626967830253,00-0039498,8.541666666666666,16.0,136.66666666666666,24.0,,,,,136.66666666666666,0.0,125
Dallas Goedert,TE,PHI,119.37,17.06,10.0,31.67419575633128,00-0034351,10.505892576854848,14.9,156.53779939513723,48.135025718640236,1.0629340431740817,1.0758823529411765,39.0,147.26953229166665,156.53779939513723,0.0,126
Detroit Lions,DST,DET,220.28,28.13,6.0,,,6.9281250000000005,16.0,110.85000000000001,30.0,,,,,113.56666666666666,-2.7166666666666544,127
J.K. Dobbins,RB,DEN,102.38,15.47,10.0,27.720739219712527,00-0036158,12.380571769209434,15.6,193.13691959966715,77.93794613388273,1.1177535881122949,1.1291484032561052,24.0,172.79024791666666,196.1036845952354,-2.9667649955682407,128
Harrison Butker,K,KC,243.9,23.5,5.0,31.148528405201915,00-0033303,8.354166666666666,16.0,133.66666666666666,24.0,,,,,136.66666666666666,-3.0,129
Alec Pierce,WR,IND,100.28,19.94,13.0,26.34633812457221,00-0037664,12.460796159270373,15.4,191.89626085276376,65.9486035078736,1.1012225361267869,1.131220177232447,48.0,174.25747708333333,195.337311092439,-3.441050239675235,130
Bo Nix,QB,DEN,98.53,9.53,10.0,26.529774127310063,00-0039732,18.72141745329012,15.8,295.7983957619839,99.60387716887334,1.1483729115034431,1.1748762137483122,34.0,257.58043645833334,299.89636725074035,-4.097971488756457,131
Jake Ferguson,TE,DAL,119.93,19.24,14.0,27.633127994524298,00-0038041,10.184497406808779,14.9,151.7490113614508,47.66579602841048,1.058853846093913,1.0479131175468483,48.0,143.3144072916667,156.53779939513723,-4.788788033686416,132
Quentin Johnston,WR,LAC,93.76,15.8,7.0,24.999315537303215,00-0038544,12.370287333765186,15.4,190.50242493998385,65.83331727132244,1.0828235682737948,1.0801318481473061,45.0,175.93117708333332,195.337311092439,-4.834886152455141,133
Patrick Mahomes II,QB,KC,103.11,10.61,5.0,30.97056810403833,00-0033873,18.666408843482902,15.8,294.9292597270299,99.53406139205566,1.152001534158467,1.184540357159685,46.0,256.01464145833336,299.89636725074035,-4.967107523710467,134
Chris Boswell,K,PIT,244.39,19.98,9.0,35.47707049965777,00-0031136,8.1875,16.0,131.0,24.0,,,,,136.66666666666666,-5.666666666666657,135
MarShawn Lloyd,RB,GB,106.21,47.96,11.0,25.66735112936345,00-0039811,12.12442747046759,15.6,189.1410685392944,77.66525717751543,1.1103688979446371,1.0,1.0,170.34074791666666,196.1036845952354,-6.962616055940998,136
Will Reichard,K,MIN,251.58,27.7,6.0,25.65639972621492,00-0039404,8.083333333333334,16.0,129.33333333333334,24.0,,,,,136.66666666666666,-7.333333333333314,137
Cleveland Browns,DST,CLE,220.74,30.63,11.0,,,6.605208333333333,16.0,105.68333333333332,30.0,,,,,113.56666666666666,-7.88333333333334,138
Jayden Reed,WR,GB,103.17,16.45,11.0,26.357289527720734,00-0039146,12.126930064469198,15.4,186.75472299282566,65.52652447406655,1.0841131270837652,1.0837475686189755,38.0,172.26497708333335,195.337311092439,-8.582588099613332,139
Blake Corum,RB,LAR,109.75,15.19,11.0,25.779603011635867,00-0039738,11.995487996155106,15.6,187.12961274001964,77.52979111359382,1.117542006110764,1.1268464996788696,31.0,167.44749791666666,196.1036845952354,-8.974071855215755,140
Wil Lutz,K,DEN,265.87,29.55,10.0,32.167008898015055,00-0032569,7.979166666666667,16.0,127.66666666666667,24.0,,,,,136.66666666666666,-8.999999999999986,141
Matthew Stafford,QB,LAR,105.93,10.19,11.0,38.57905544147844,00-0026498,18.394968415606236,15.8,290.64050096657854,99.1918548770784,1.1653590685976531,1.2315174615746356,48.0,249.39995645833332,299.89636725074035,-9.255866284161812,142
Buffalo Bills,DST,BUF,227.03,23.74,7.0,,,6.496875,16.0,103.95,30.0,,,,,113.56666666666666,-9.61666666666666,143
Daniel Carlson,K,NO,266.18,62.45,8.0,31.61943874058864,00-0034161,7.916666666666667,16.0,126.66666666666667,24.0,,,,,136.66666666666666,-9.999999999999986,144
Juwan Johnson,TE,NO,127.67,19.32,8.0,29.97946611909651,00-0036040,9.815989857394369,14.9,146.2582488751761,47.14026597837534,1.0603934627844829,1.058052434456929,45.0,137.92828229166668,156.53779939513723,-10.279550519961134,145
Jakobi Meyers,WR,JAC,107.87,18.26,7.0,29.82340862422998,00-0034960,11.957978801778141,15.4,184.1528735473834,65.3162903224052,1.0827857900123883,1.0800809954603352,47.0,170.07322708333334,195.337311092439,-11.184437545055602,146
Nick Folk,K,ATL,266.63,61.17,11.0,41.83436002737851,00-0025565,7.833333333333333,16.0,125.33333333333333,24.0,,,,,136.66666666666666,-11.333333333333329,147
Jordan Addison,WR,MIN,107.99,15.61,6.0,24.607802874743328,00-0038994,11.927837766002266,15.4,183.6887015964349,65.27902392881799,1.0905846170693856,1.1019511337669186,46.0,168.43140708333334,195.337311092439,-11.648609496004099,148
Jordan Mason,RB,MIN,113.61,18.14,6.0,27.28815879534565,00-0037525,11.806559450956053,15.6,184.1823274349144,77.33349571451019,1.1259602744908543,1.1507276507276507,37.0,163.57799791666667,196.1036845952354,-11.92135716032098,149
Rachaad White,RB,WAS,112.32,16.05,7.0,27.64955509924709,00-0037256,11.750572746854344,15.6,183.30893485092776,77.27582991325828,1.1087105572510485,1.1011466011466011,49.0,165.33524791666667,196.1036845952354,-12.794749744307637,150
Tennessee Titans,DST,TEN,235.78,57.42,9.0,,,6.216666666666666,16.0,99.46666666666665,30.0,,,,,113.56666666666666,-14.100000000000009,151
Makai Lemon,WR,PHI,108.06,20.16,10.0,22.261464750171115,00-0040867,11.746838849168634,15.4,180.90131827719696,65.05677329172391,1.0842971096214584,,,166.83740708333332,195.337311092439,-14.435992815242031,152
Mark Andrews,TE,BAL,133.61,23.71,13.0,31.000684462696785,00-0034753,9.53326404972737,14.9,142.04563434093782,46.74637815346482,1.0600971700658495,1.056019332161687,44.0,133.99303229166668,156.53779939513723,-14.492165054199404,153
Spencer Shrader,K,IND,267.56,37.03,13.0,27.301848049281315,00-0039576,7.583333333333333,16.0,121.33333333333333,24.0,,,,,136.66666666666666,-15.333333333333329,154
Jacory Croskey-Merritt,RB,WAS,114.54,15.84,7.0,25.40177960301164,00-0040242,11.574725392648705,15.6,180.5657161253198,77.09621554335162,1.1202615585151423,1.1425516749821814,17.0,161.18174791666667,196.1036845952354,-15.537968469915597,155
KC Concepcion,WR,CLE,108.19,18.14,11.0,21.949349760438057,00-0041547,11.674449343498821,15.4,179.78651988988184,64.96862682959906,1.0842971096214584,,,165.8092770833333,195.337311092439,-15.55079120255715,156
Trey Smack,K,GB,269.91,47.24,11.0,23.15400410677618,00-0040899,7.5,16.0,120.0,24.0,,,,,136.66666666666666,-16.666666666666657,157
Brenton Strange,TE,JAC,160.94,25.18,7.0,25.69199178644764,00-0038935,9.342819253439947,14.9,139.2080068762552,46.48572546527105,1.0603090306733907,1.0570214669051878,31.0,131.29003229166665,156.53779939513723,-17.329792518882016,158
De'Zhaun Stribling,WR,SF,121.47,34.93,8.0,23.718001368925396,00-0041035,11.522936424655027,15.4,177.4532209396874,64.78551593993288,1.0842971096214584,,,163.6573770833333,195.337311092439,-17.884090152751583,159
Aaron Jones Sr.,RB,MIN,117.76,16.04,6.0,31.761806981519506,00-0033293,11.404523265258332,15.6,177.91056293802998,76.92455589821012,1.1232082153985108,1.141861873990307,40.0,158.39499791666665,196.1036845952354,-18.19312165720541,160
Dallas Cowboys,DST,DAL,247.62,54.29,14.0,,,5.952083333333333,16.0,95.23333333333333,30.0,,,,,113.56666666666666,-18.33333333333333,161
Dalton Schultz,TE,HOU,162.07,22.67,8.0,30.154688569472963,00-0034383,9.208249548034765,14.9,137.20291826571798,46.303854351823084,1.0612631356747477,1.0638440860215053,49.0,129.28265729166668,156.53779939513723,-19.334881129419244,162
Khalil Shakir,WR,BUF,122.63,16.45,7.0,26.590006844626966,00-0037261,11.415627325209792,15.4,175.80066080823082,64.65696577524959,1.0909346711326782,1.1028138528138525,47.0,161.14682708333333,195.337311092439,-19.53665028420818,163
Kyler Murray,QB,MIN,113.74,9.41,6.0,29.08145106091718,00-0035228,17.725822272899276,15.8,280.0679919118086,98.36480204164896,1.146116029296328,1.1671717365453222,30.0,244.36268645833334,299.89636725074035,-19.828375338931778,164
Chig Okonkwo,TE,WAS,163.01,22.77,7.0,26.99520876112252,00-0037809,9.103912122813188,14.9,135.64829062991652,46.16417415868887,1.060652107147118,1.0598290598290598,50.0,127.89140729166665,156.53779939513723,-20.88950876522071,165
Kyle Monangai,RB,CHI,120.02,14.09,10.0,24.251882272416157,00-0040236,11.189472336417323,15.6,174.55576844811023,76.71076461808963,1.1216362997497367,1.1482617586912065,17.0,155.62599791666668,196.1036845952354,-21.547916147125164,166
New Orleans Saints,DST,NO,261.57,33.67,8.0,,,5.736458333333332,16.0,91.78333333333332,30.0,,,,,113.56666666666666,-21.783333333333346,167
Hunter Henry,TE,NE,167.1,25.75,11.0,31.74811772758385,00-0033090,9.018289384894723,14.9,134.37251183493137,46.05042529211652,1.0630670902405503,1.0759963972078361,46.0,126.40078229166667,156.53779939513723,-22.165287560205854,168
San Francisco 49ers,DST,SF,264.07,31.0,8.0,,,5.711458333333333,16.0,91.38333333333333,30.0,,,,,113.56666666666666,-22.183333333333337,169
Tyler Bass,K,BUF,275.3,46.95,7.0,29.557837097878167,00-0036162,7.145833333333333,16.0,114.33333333333333,24.0,,,,,136.66666666666666,-22.33333333333333,170
Woody Marks,RB,HOU,135.81,13.9,8.0,25.68651608487337,00-0040583,11.088655172861356,15.6,172.98302069663717,76.61173754163354,1.11893233694001,1.1378359751895242,16.0,154.59649791666664,196.1036845952354,-23.120663898598224,171
Jordan Love,QB,GB,116.43,8.9,11.0,27.84394250513347,00-0036264,17.488473231328904,15.8,276.3178770549967,98.0771821817351,1.1559588159280545,1.1984239778697054,47.0,239.03782145833333,299.89636725074035,-23.578490195743655,172
Baker Mayfield,QB,TB,118.46,8.97,10.0,31.397672826830934,00-0034855,17.469558270710902,15.8,276.0190206772323,98.0543918003403,1.1682243991468644,1.2399482331264118,51.0,236.27226145833333,299.89636725074035,-23.877346573508078,173
Matthew Golden,WR,GB,124.75,20.24,11.0,23.09924709103354,00-0040667,11.069434250786495,15.4,170.46928746211202,64.24875264560083,1.0823408883793433,1.075,14.0,157.50055208333333,195.337311092439,-24.868023630326974,174
Cincinnati Bengals,DST,CIN,268.0,59.79,6.0,,,5.532291666666667,16.0,88.51666666666667,30.0,,,,,113.56666666666666,-25.049999999999997,175
Blake Grupe,K,NYJ,279.5,52.84,13.0,27.835728952772072,00-0038905,6.9375,16.0,111.0,24.0,,,,,136.66666666666666,-25.666666666666657,176
T.J. Hockenson,TE,MIN,188.02,27.92,6.0,29.177275838466805,00-0035229,8.754344803135323,14.9,130.43973756671633,45.70482002832473,1.0626993492571573,1.0741094907960793,40.0,122.74378229166666,156.53779939513723,-26.098061828420896,177
Jalen Coker,WR,CAR,124.94,15.22,5.0,24.851471594798085,00-0039491,10.986803172346168,15.4,169.196768854131,64.1528012567467,1.0866334885410718,1.0930257979886313,22.0,155.70730208333333,195.337311092439,-26.140542238308,178
Ryan Fitzgerald,K,CAR,282.57,78.42,5.0,26.06433949349761,00-0040279,6.875,16.0,110.0,24.0,,,,,136.66666666666666,-26.666666666666657,179
Terrance Ferguson,TE,LAR,205.53,43.49,11.0,23.50171115674196,00-0040737,8.673982764712774,14.9,129.24234319422033,45.60112586918367,1.0594630557994604,1.0431861804222649,11.0,121.98853229166667,156.53779939513723,-27.295456200916902,180
Tyler Allgeier,RB,ARI,136.5,13.57,14.0,26.392881587953458,00-0037263,10.805066198236313,15.6,168.55903269248648,76.33732193040503,1.1118908222565833,1.109732824427481,51.0,151.59674791666666,196.1036845952354,-27.54465190274891,181
Chicago Bears,DST,CHI,268.72,48.42,10.0,,,5.315625,16.0,85.05,30.0,,,,,113.56666666666666,-28.516666666666666,182
Charlie Smyth,K,NO,284.75,39.63,8.0,25.196440793976727,00-0039229,6.75,16.0,108.0,24.0,,,,,136.66666666666666,-28.666666666666657,183
Atlanta Falcons,DST,ATL,271.34,35.49,11.0,53.1088295687885,,5.304166666666666,16.0,84.86666666666666,30.0,,,,,113.56666666666666,-28.700000000000003,184
New York Giants,DST,NYG,271.9,54.33,8.0,52.03285420944559,,5.227083333333334,16.0,83.63333333333334,30.0,,,,,113.56666666666666,-29.933333333333323,185
Romeo Doubs,WR,NE,126.88,15.13,11.0,26.39835728952772,00-0037816,10.719471968105719,15.4,165.07986830882808,63.84634069309712,1.0767274325407405,1.0630430175884722,46.0,153.3163020833333,195.337311092439,-30.257442783610912,186
AJ Barner,TE,SEA,211.33,22.21,11.0,24.34496919917865,00-0039793,8.469952077839375,14.9,126.20228595980669,45.34111767742447,1.0608128413591278,1.0608945969884853,31.0,118.96753229166666,156.53779939513723,-30.33551343533054,187
Xavier Worthy,WR,KC,129.83,14.24,5.0,23.362080766598226,00-0039894,10.673674313865835,15.4,164.37458443353387,63.79445171724043,1.0785751432433603,1.0656344665095927,30.0,152.39975208333334,195.337311092439,-30.962726658905126,188
Zane Gonzalez,K,FA,290.18,60.89,,31.3347022587269,00-0033862,6.583333333333333,16.0,105.33333333333333,24.0,,,,,136.66666666666666,-31.33333333333333,189
Jordyn Tyson,WR,NO,138.63,30.35,8.0,22.067077344284737,00-0041029,10.640513962129603,15.4,163.8639150167959,63.75699331584841,1.0842971096214584,,,151.12455208333333,195.337311092439,-31.47339607564311,190
Greg Dulcich,TE,MIA,215.31,39.45,6.0,26.4476386036961,00-0037252,8.383458879886435,14.9,124.91353731030787,45.232321006835896,1.0600746858466217,1.052562417871222,14.0,117.83465729166667,156.53779939513723,-31.624262084829354,191
Washington Commanders,DST,WAS,276.5,88.48,7.0,,,5.101041666666666,16.0,81.61666666666666,30.0,,,,,113.56666666666666,-31.950000000000003,192
Tyjae Spears,RB,TEN,140.39,15.58,9.0,25.22655715263518,00-0039032,10.460228972006638,15.6,163.17957196330354,76.01194115000888,1.0985287112510962,1.071880770245318,42.0,148.54374791666666,196.1036845952354,-32.92411263193185,193
Deebo Samuel Sr.,WR,SF,140.72,30.3,8.0,30.64202600958248,00-0035719,10.490677028507223,15.4,161.55642623901124,63.58891776505712,1.0854866462237382,1.0876595744680853,45.0,148.83317708333334,195.337311092439,-33.78088485342775,194
Indianapolis Colts,DST,IND,280.47,35.41,13.0,,,4.955208333333332,16.0,79.28333333333332,30.0,,,,,113.56666666666666,-34.283333333333346,195
Chris Rodriguez Jr.,RB,JAC,141.1,17.66,7.0,25.94387405886379,00-0038611,10.371924273201483,15.6,161.80201866194312,75.93009717333578,1.1076526407023224,1.0944857496902107,26.0,146.07649791666665,196.1036845952354,-34.30166593329227,196
Gunnar Helm,TE,TEN,220.35,29.76,9.0,24.0,00-0040584,8.160701316192325,14.9,121.59444961126565,44.95608954047735,1.0594258963604541,1.0463467829880044,16.0,114.77390729166669,156.53779939513723,-34.94334978387158,197
Josh Jacobs,RB,GB,147.99,66.57,11.0,28.566735112936342,00-0035700,10.309177425799886,15.6,160.82316784247823,75.87230971157504,1.1208361165108094,1.1342612118655981,45.0,143.48499791666666,196.1036845952354,-35.280516752757165,198
Rashid Shaheed,WR,SEA,146.98,17.44,11.0,28.016427104722798,00-0037545,10.37452835299187,15.4,159.7677366360748,63.45997031655418,1.0856775234774834,1.0883838383838385,39.0,147.15947708333334,195.337311092439,-35.569574456364194,199
Denzel Boston,WR,CLE,153.85,29.81,11.0,22.751540041067763,00-0041037,10.336926965483336,15.4,159.18867526844338,63.4184774608049,1.0842971096214584,,,146.81278208333333,195.337311092439,-36.14863582399562,200
Las Vegas Raiders,DST,LV,281.5,55.31,13.0,,,4.8218749999999995,16.0,77.14999999999999,30.0,,,,,113.56666666666666,-36.41666666666667,201
Kenyon Sadiq,TE,NYJ,223.91,28.43,13.0,21.508555783709788,00-0041032,8.04960121896371,14.9,119.93905816255928,44.82048031137275,1.0608006165282853,,,113.06465729166666,156.53779939513723,-36.59874123257795,202
Brandon McManus,K,FA,290.2,74.79,,35.11841204654346,00-0029822,6.229166666666667,16.0,99.66666666666667,24.0,,,,,136.66666666666666,-36.999999999999986,203
Tyler Shough,QB,NO,125.2,12.5,8.0,26.94045174537988,00-0040743,16.58134387889072,15.8,261.9852332864734,97.0062416664566,1.144993732517799,1.1783362876677643,11.0,228.80931645833334,299.89636725074035,-37.91113396426698,204
Tyreek Hill,WR,FA,283.42,50.67,,32.51745379876797,00-0033040,10.220921715545987,15.4,157.4021944194082,63.29124671892283,1.104445415920564,1.1450393457799721,37.0,142.51695208333334,195.337311092439,-37.93511667303079,205
