player,pos,team,ecr,sd,bye,age,gsis_id,proj_ppg,exp_games,proj_pts,proj_sd,ratio,ratio_raw,raw_games,market_std_pts,replacement,vorp,vorp_rank
Joe Mixon,RB,FA,318.14,26.75,,30.119096509240247,00-0033897,8.574462316613474,15.6,133.76161213917018,74.3986901172904,1.1275054957486406,1.158128078817734,31.0,118.63499791666666,196.1036845952354,-62.34207245606521,360
Khalil Herbert,RB,FA,279.2,58.65,,28.37782340862423,00-0036906,8.571105933089823,15.6,133.70925255620125,74.39607565425634,1.1270641455240997,1.162682602921647,23.0,118.63499791666666,196.1036845952354,-62.39443203903414,361
Kareem Hunt,RB,FA,317.31,25.22,,31.08555783709788,00-0033923,8.538246021558345,15.6,133.1966379363102,74.37052857848113,1.1227432062659295,1.139518244693537,45.0,118.63499791666666,196.1036845952354,-62.907046658925196,362
Najee Harris,RB,NYG,235.92,48.4,8.0,28.49555099247091,00-0036893,8.529382687489369,15.6,133.05836992483415,74.36365304798029,1.1215777153576465,1.1378430896283702,37.0,118.63499791666666,196.1036845952354,-63.04531467040124,363
Dameon Pierce,RB,PHI,361.9,24.82,10.0,26.546201232032853,00-0037258,8.52629724940307,15.6,133.0102370906879,74.361261115905,1.1211719933111046,1.14060092449923,25.0,118.63499791666666,196.1036845952354,-63.0934475045475,364
Jawhar Jordan,RB,HOU,342.43,36.2,8.0,27.05270362765229,00-0039405,8.524615779621428,15.6,132.98400616209426,74.35995791772312,1.120950887153105,1.2020202020202018,4.0,118.63499791666666,196.1036845952354,-63.11967843314113,365
Daniel Jones,QB,IND,146.36,20.49,13.0,29.27857631759069,00-0035710,14.973285900753776,15.8,236.57791723190968,95.22183155611013,1.1364371414958154,1.1264628612371628,29.0,208.17510145833333,299.89636725074035,-63.318450018830674,366
Devin Singletary,RB,NYG,291.66,25.87,8.0,29.00752908966461,00-0035250,8.506074096937558,15.6,132.6947559122259,74.34560299458147,1.1185127343740109,1.1274883296667917,49.0,118.63499791666666,196.1036845952354,-63.40892868300949,367
Jacob Saylors,RB,DET,286.24,67.18,6.0,25.49760438056126,00-0038896,8.487268618846635,15.6,132.4013904540075,74.33107294660276,1.1160398936156328,1.2272727272727273,1.0,118.63499791666666,196.1036845952354,-63.702294141227895,368
Trevor Etienne,RB,CAR,301.12,21.39,5.0,22.16016427104723,00-0040644,8.482180052376618,15.6,132.32200881707524,74.32714630779742,1.115370768666619,1.1277372262773724,8.0,118.63499791666666,196.1036845952354,-63.78167577816015,369
Corey Kiner,RB,NE,334.0,33.51,11.0,24.62422997946612,00-0040556,8.479711319652706,15.6,132.2834965865822,74.3252420613415,1.1150461407644878,1.1344086021505375,4.0,118.63499791666666,196.1036845952354,-63.82018800865319,370
DJ Giddens,RB,IND,278.91,23.7,13.0,23.03080082135524,00-0040179,8.479181809961037,15.6,132.27523623539219,74.32483369214282,1.1149765124816446,1.1302083333333335,5.0,118.63499791666666,196.1036845952354,-63.82844835984321,371
Sean Tucker,RB,TB,213.05,35.32,10.0,24.865160848733744,00-0038951,8.466171553400835,15.6,132.07227623305303,74.31480721105389,1.11326571882123,1.1134301270417424,28.0,118.63499791666666,196.1036845952354,-64.03140836218236,372
Seth McGowan,RB,IND,266.32,40.28,13.0,24.870636550308006,00-0041125,8.465621136420907,15.6,132.06368972816614,74.31438333649695,1.113193341318489,,,118.63499791666666,196.1036845952354,-64.03999486706925,373
Nicholas Singleton,RB,TEN,218.92,39.72,9.0,22.666666666666668,00-0040886,8.465621136420907,15.6,132.06368972816614,74.31438333649695,1.113193341318489,,,118.63499791666666,196.1036845952354,-64.03999486706925,374
Jarquez Hunter,RB,FA,315.09,22.42,,23.68788501026694,00-0040692,8.465621136420907,15.6,132.06368972816614,74.31438333649695,1.113193341318489,,,118.63499791666666,196.1036845952354,-64.03999486706925,375
Lan Larison,RB,NE,358.0,0.0,11.0,24.903490759753595,00-0040568,8.465621136420907,15.6,132.06368972816614,74.31438333649695,1.113193341318489,,,118.63499791666666,196.1036845952354,-64.03999486706925,376
Antonio Williams,RB,FA,292.8,42.93,,28.87337440109514,00-0036188,8.465621136420907,15.6,132.06368972816614,74.31438333649695,1.113193341318489,,,118.63499791666666,196.1036845952354,-64.03999486706925,377
Max Bredeson,RB,MIN,319.33,35.31,6.0,23.923340177960306,00-0041081,8.465621136420907,15.6,132.06368972816614,74.31438333649695,1.113193341318489,,,118.63499791666666,196.1036845952354,-64.03999486706925,378
Eli Heidenreich,RB,PIT,315.83,30.56,9.0,23.19233401779603,00-0041490,8.465621136420907,15.6,132.06368972816614,74.31438333649695,1.113193341318489,,,118.63499791666666,196.1036845952354,-64.03999486706925,379
Jaydn Ott,RB,KC,331.0,30.51,5.0,23.72347707049966,00-0040959,8.465621136420907,15.6,132.06368972816614,74.31438333649695,1.113193341318489,,,118.63499791666666,196.1036845952354,-64.03999486706925,380
Lew Nichols III,RB,PIT,321.5,10.5,9.0,25.05681040383299,00-0038409,8.465621136420907,15.6,132.06368972816614,74.31438333649695,1.113193341318489,,,118.63499791666666,196.1036845952354,-64.03999486706925,381
Damien Martinez,RB,FA,374.17,16.56,,22.598220396988363,00-0040651,8.465621136420907,15.6,132.06368972816614,74.31438333649695,1.113193341318489,,,118.63499791666666,196.1036845952354,-64.03999486706925,382
J'Mari Taylor,RB,JAC,332.13,22.93,7.0,24.580424366872005,00-0041217,8.465621136420907,15.6,132.06368972816614,74.31438333649695,1.113193341318489,,,118.63499791666666,196.1036845952354,-64.03999486706925,383
Kaytron Allen,RB,WAS,235.83,31.33,7.0,23.66050650239562,00-0041096,8.465621136420907,15.6,132.06368972816614,74.31438333649695,1.113193341318489,,,118.63499791666666,196.1036845952354,-64.03999486706925,384
Kaelon Black,RB,SF,227.97,52.39,8.0,24.8870636550308,00-0041052,8.465621136420907,15.6,132.06368972816614,74.31438333649695,1.113193341318489,,,118.63499791666666,196.1036845952354,-64.03999486706925,385
Jam Miller,RB,FA,350.27,25.77,,22.354551676933607,00-0041129,8.465621136420907,15.6,132.06368972816614,74.31438333649695,1.113193341318489,,,118.63499791666666,196.1036845952354,-64.03999486706925,386
Jordan James,RB,SF,264.32,40.04,8.0,22.439425051334705,00-0040177,8.465621136420907,15.6,132.06368972816614,74.31438333649695,1.113193341318489,,,118.63499791666666,196.1036845952354,-64.03999486706925,387
Adam Randall,RB,BAL,292.06,24.3,13.0,22.14647501711157,00-0040888,8.465621136420907,15.6,132.06368972816614,74.31438333649695,1.113193341318489,,,118.63499791666666,196.1036845952354,-64.03999486706925,388
Demond Claiborne,RB,MIN,253.21,31.84,6.0,22.910335386721425,00-0041104,8.465621136420907,15.6,132.06368972816614,74.31438333649695,1.113193341318489,,,118.63499791666666,196.1036845952354,-64.03999486706925,389
Theo Johnson,TE,NYG,285.13,27.18,8.0,25.52498288843258,00-0039847,6.206707709764994,14.9,92.47994487549842,42.7933514370927,1.0607030045764145,1.0599795814190913,25.0,87.18740729166666,156.53779939513723,-64.05785451963881,390
Reggie Gilliam,RB,NE,360.2,32.76,11.0,29.045859000684462,00-0036187,8.463310502028966,15.6,132.02764383165186,74.31260419780331,1.112889502677723,1.1102941176470587,5.0,118.63499791666666,196.1036845952354,-64.07604076358353,391
Terrell Jennings,RB,FA,344.17,40.19,,25.516769336071185,00-0039757,8.460367443724612,15.6,131.98173212210395,74.31033874792905,1.1125025029697602,1.1081081081081081,7.0,118.63499791666666,196.1036845952354,-64.12195247313144,392
AJ Dillon,RB,CAR,332.2,44.64,5.0,28.347707049965777,00-0036265,8.460118237267197,15.6,131.97784450136828,74.31014695166829,1.1124697333755937,1.110497237569061,21.0,118.63499791666666,196.1036845952354,-64.12584009386711,393
George Holani,RB,SEA,241.81,34.84,11.0,26.72416153319644,00-0039299,8.457893836687989,15.6,131.9431438523326,74.3084352191065,1.112177234116142,1.1047904191616766,6.0,118.63499791666666,196.1036845952354,-64.16054074290278,394
Phil Mafah,RB,FA,350.3,28.82,,23.86858316221766,00-0040021,8.45719853502479,15.6,131.93229714638673,74.30790025112525,1.112085804890902,1.0688073394495412,1.0,118.63499791666666,196.1036845952354,-64.17138744884866,395
Emanuel Wilson,RB,SEA,237.18,38.88,11.0,27.33196440793977,00-0038797,8.456228417189381,15.6,131.91716330815433,74.30715390549744,1.111958238502415,1.1095957135898684,38.0,118.63499791666666,196.1036845952354,-64.18652128708106,396
Brittain Brown,RB,CHI,364.0,6.0,10.0,28.90622861054073,00-0037329,8.453923131157596,15.6,131.8812008460585,74.30538068160908,1.1116551031483681,1.0515463917525774,1.0,118.63499791666666,196.1036845952354,-64.22248374917689,397
Raheim Sanders,RB,CLE,331.7,28.2,11.0,24.246406570841888,00-0040466,8.447698002948789,15.6,131.7840888460011,74.30059452300101,1.1108365251421914,1.0862068965517244,4.0,118.63499791666666,196.1036845952354,-64.31959574923428,398
Audric Estime,RB,NO,310.65,21.48,8.0,23.000684462696785,00-0039373,8.446957451726353,15.6,131.7725362469311,74.30002536805098,1.1107391457914697,1.1033057851239672,18.0,118.63499791666666,196.1036845952354,-64.33114834830428,399
Ollie Gordon II,RB,MIA,258.43,26.86,6.0,22.64202600958248,00-0040198,8.445201072830068,15.6,131.74513673614905,74.29867567490811,1.1105081894020128,1.101663585951941,16.0,118.63499791666666,196.1036845952354,-64.35854785908634,400
Josh Williams,RB,TB,321.25,29.34,10.0,25.24298425735797,00-0040429,8.444141788102147,15.6,131.72861189439348,74.29786178911202,1.1103688979446371,1.0,1.0,118.63499791666666,196.1036845952354,-64.37507270084191,401
Jaydon Blue,RB,PHI,272.35,47.87,10.0,22.6611909650924,00-0040586,8.44377658457411,15.6,131.7229147193561,74.2975812119679,1.1103208752267426,1.0857843137254901,5.0,118.63499791666666,196.1036845952354,-64.38076987587928,402
Kene Nwangwu,RB,NYJ,349.75,37.14,13.0,28.57221081451061,00-0036842,8.439680763172285,15.6,131.65901990548764,74.29443524893098,1.109782292051537,1.0806451612903225,5.0,118.63499791666666,196.1036845952354,-64.44466468974775,403
Jerome Ford,RB,WAS,295.87,25.76,7.0,26.98425735797399,00-0037267,8.43560658658368,15.6,131.5954627507054,74.29130729331143,1.1092465550776391,1.1022376543209877,44.0,118.63499791666666,196.1036845952354,-64.50822184453,404
Dylan Laube,RB,LV,339.78,34.9,13.0,26.729637234770703,00-0039407,8.429258132411718,15.6,131.4964268656228,74.28643600550994,1.1084117602293924,1.0675675675675678,5.0,118.63499791666666,196.1036845952354,-64.6072577296126,405
Zavier Scott,RB,CHI,305.25,29.25,10.0,27.14031485284052,00-0038440,8.428167485496466,15.6,131.47941277374488,74.28559946871128,1.1082683447771506,1.0829081632653061,9.0,118.63499791666666,196.1036845952354,-64.62427182149051,406
Sione Vaki,RB,DET,320.1,39.71,6.0,25.10335386721424,00-0039364,8.422289275373767,15.6,131.38771269583077,74.28109252611591,1.1074953850306641,1.0588235294117647,5.0,118.63499791666666,196.1036845952354,-64.71597189940462,407
Julius Chestnut,RB,TEN,339.33,42.9,9.0,25.861738535249827,00-0037594,8.422158098266753,15.6,131.38566633296134,74.28099198272511,1.107478135796413,1.0867052023121386,14.0,118.63499791666666,196.1036845952354,-64.71801826227406,408
Ty Johnson,RB,BUF,265.44,30.76,7.0,28.969199178644764,00-0035537,8.42204855963507,15.6,131.38395753030707,74.28090802568418,1.1074637319300644,1.0969251336898398,41.0,118.63499791666666,196.1036845952354,-64.71972706492832,409
Tyler Badie,RB,DEN,374.6,9.33,10.0,26.57905544147844,00-0037085,8.42184845161326,15.6,131.38083584516684,74.28075465335229,1.107437418572328,1.0892857142857142,17.0,118.63499791666666,196.1036845952354,-64.72284875006855,410
Hunter Luepke,RB,DAL,345.63,42.43,14.0,26.521560574948666,00-0038738,8.421278976187288,15.6,131.3719520285217,74.28031819843444,1.107362534964614,1.0946475195822452,30.0,118.63499791666666,196.1036845952354,-64.7317325667137,411
Kendre Miller,RB,NO,278.05,34.04,8.0,24.23819301848049,00-0038551,8.419164289516267,15.6,131.33896291645377,74.2786977051761,1.1070844626196295,1.0898770104068116,20.0,118.63499791666666,196.1036845952354,-64.76472167878163,412
Bam Knight,RB,ARI,310.5,31.04,14.0,25.404517453798768,00-0037157,8.417108469567419,15.6,131.30689212525172,74.27712267799564,1.1068141309994057,1.0807291666666665,12.0,118.63499791666666,196.1036845952354,-64.79679246998367,413
Ronnie Rivers,RB,LAR,331.14,40.57,11.0,27.59753593429158,00-0037557,8.413445430150713,15.6,131.24974871035113,74.27431718084924,1.1063324568231163,1.0813953488372092,14.0,118.63499791666666,196.1036845952354,-64.85393588488427,414
Trey Benson,RB,ARI,290.52,30.37,14.0,24.123203285420946,00-0039921,8.41022922706036,15.6,131.1995759421416,74.27185483213337,1.105909539732118,1.0819174757281553,16.0,118.63499791666666,196.1036845952354,-64.9041086530938,415
Jeremy McNichols,RB,WAS,334.0,22.52,7.0,30.69678302532512,00-0033955,8.409553917800947,15.6,131.18904111769479,74.27133791962868,1.1058207394233406,1.0897435897435894,30.0,118.63499791666666,196.1036845952354,-64.91464347754061,416
Emari Demercado,RB,DAL,293.96,32.78,14.0,27.627652292950035,00-0038705,8.406574725749119,15.6,131.14256572168625,74.26905796271096,1.1054289882805524,1.0899087493290391,35.0,118.63499791666666,196.1036845952354,-64.96111887354914,417
Devin Neal,RB,FA,276.42,38.66,,23.069130732375086,00-0040202,8.402928729376047,15.6,131.08568817826634,74.26626870875754,1.1049495551923512,1.0625,9.0,118.63499791666666,196.1036845952354,-65.01799641696905,418
Tahj Brooks,RB,CIN,304.38,22.53,6.0,24.317590691307323,00-0040208,8.397450657195773,15.6,131.00023025225406,74.26207996124707,1.1042292118913608,1.0390625,6.0,118.63499791666666,196.1036845952354,-65.10345434298134,419
Austin Ekeler,RB,FA,354.9,26.85,,31.307323750855577,00-0033699,8.392228493102712,15.6,130.9187644924023,74.25808921446746,1.1035425194204849,1.0816203143893592,28.0,118.63499791666666,196.1036845952354,-65.1849201028331,420
Kaleb Johnson,RB,GB,248.63,46.93,11.0,23.06365503080082,00-0040142,8.39073765199244,15.6,130.89550737108206,74.25695033873428,1.1033464801257686,1.0568181818181819,10.0,118.63499791666666,196.1036845952354,-65.20817722415333,421
Samaje Perine,RB,CIN,259.0,45.75,6.0,30.973305954825463,00-0033526,8.38781019001828,15.6,130.84983896428517,74.25471454485778,1.1029615312692014,1.0855310049893085,48.0,118.63499791666666,196.1036845952354,-65.25384563095022,422
Chris Brooks,RB,GB,250.89,42.64,11.0,26.652977412731005,00-0038685,8.37921824409307,15.6,130.71580460785188,74.24815672502099,1.1018317267529367,1.0760233918128657,28.0,118.63499791666666,196.1036845952354,-65.38787998738351,423
Miles Sanders,RB,FA,345.67,68.12,,29.349760438056126,00-0035243,8.374752463943436,15.6,130.6461384375176,74.24475063535823,1.1012444955685672,1.075678496868476,31.0,118.63499791666666,196.1036845952354,-65.45754615771779,424
Isaac Guerendo,RB,SF,303.0,27.47,8.0,26.190280629705683,00-0039363,8.373599212262807,15.6,130.6281477112998,74.24387130981944,1.1010928478547075,1.0545738045738047,13.0,118.63499791666666,196.1036845952354,-65.4755368839356,425
Antonio Gibson,RB,FA,368.33,40.47,,28.205338809034902,00-0036328,8.373100756346734,15.6,130.62037179900904,74.24349128391871,1.1010273030118929,1.077755905511811,38.0,118.63499791666666,196.1036845952354,-65.48331279622636,426
Alec Ingold,RB,LAC,344.0,43.0,7.0,30.16016427104723,00-0035125,8.371588657668584,15.6,130.5967830596299,74.242338576958,1.100828468436992,1.0727411944869831,28.0,118.63499791666666,196.1036845952354,-65.5069015356055,427
Michael Carter,RB,TEN,325.71,27.42,9.0,27.3347022587269,00-0036924,8.366603080343678,15.6,130.51900805336138,74.23853930690683,1.1001728861245688,1.072314049586777,31.0,118.63499791666666,196.1036845952354,-65.58467654187402,428
Rasheen Ali,RB,BAL,326.53,25.94,13.0,25.5523613963039,00-0039796,8.364893644111062,15.6,130.49234084813256,74.23723710361584,1.0999481024966586,1.0457875457875458,12.0,118.63499791666666,196.1036845952354,-65.61134374710284,429
Isaiah Davis,RB,NYJ,262.01,23.09,13.0,24.539356605065024,00-0039798,8.363439278081326,15.6,130.4696527380687,74.23612939757243,1.0997568595206206,1.0661827497865073,24.0,118.63499791666666,196.1036845952354,-65.63403185716669,430
LeQuint Allen Jr.,RB,JAC,264.39,30.71,7.0,22.086242299794662,00-0040238,8.362592034015893,15.6,130.45643573064794,74.23548418219639,1.0996454505127151,1.0504032258064515,14.0,118.63499791666666,196.1036845952354,-65.64724886458745,431
Ameer Abdullah,RB,JAC,343.4,31.8,7.0,33.23203285420944,00-0032104,8.362569970349453,15.6,130.45609153745147,74.2354673804966,1.099642549233982,1.074718275355218,41.0,118.63499791666666,196.1036845952354,-65.64759305778392,432
Justice Hill,RB,BAL,233.86,43.07,13.0,28.810403832991103,00-0034975,8.36089711081501,15.6,130.42999492871417,74.2341935994728,1.099422575287039,1.0737732095490715,40.0,118.63499791666666,196.1036845952354,-65.67368966652123,433
Brashard Smith,RB,KC,286.05,27.91,5.0,23.40588637919233,00-0040078,8.35324645640902,15.6,130.3106447199807,74.22837105988387,1.098416546620715,1.0473933649289102,15.0,118.63499791666666,196.1036845952354,-65.79303987525469,434
Patrick Ricard,RB,NYG,330.0,40.0,8.0,32.27926078028747,00-0033376,8.349415450822933,15.6,130.25088103283775,74.225457299933,1.097912785604215,1.0423728813559323,14.0,118.63499791666666,196.1036845952354,-65.85280356239764,435
Roschon Johnson,RB,CHI,313.63,39.65,10.0,25.59616700889801,00-0039021,8.348342593112111,15.6,130.23414445254892,74.22464153225205,1.0977717093570474,1.0634657836644592,29.0,118.63499791666666,196.1036845952354,-65.86954014268647,436
Tyler Goodson,RB,ATL,330.14,36.55,11.0,25.82067077344285,00-0037120,8.337260936053633,15.6,130.06127060243668,74.21622099400587,1.096314518366631,1.0516986706056133,22.0,118.63499791666666,196.1036845952354,-66.04241399279871,437
Jaleel McLaughlin,RB,CLE,303.86,24.65,11.0,25.97946611909651,00-0038794,8.330843657347549,15.6,129.96116105462175,74.2113494207713,1.095470673383507,1.0628729752770674,41.0,118.63499791666666,196.1036845952354,-66.14252354061364,438
Jake Elliott,K,PHI,303.27,37.81,10.0,31.6249144421629,00-0033787,4.375,16.0,70.0,24.0,,,,,136.66666666666666,-66.66666666666666,439
Eli Stowers,TE,PHI,288.95,33.68,10.0,23.394934976043807,00-0041483,6.028989628494078,14.9,89.83194546456177,42.62125380321075,1.0608006165282853,,,84.68315729166667,156.53779939513723,-66.70585393057546,440
Kyle Juszczyk,RB,SF,290.8,33.04,8.0,35.37303216974675,00-0029892,8.292195551537578,15.6,129.35825060398622,74.18208292949848,1.0903886110812928,1.0473546701502285,39.0,118.63499791666666,196.1036845952354,-66.74543399124917,441
Will Shipley,RB,PHI,306.94,18.59,10.0,24.021902806297057,00-0039746,8.29030453671343,15.6,129.3287507727295,74.18065414476614,1.090139950637286,1.0142045454545454,16.0,118.63499791666666,196.1036845952354,-66.77493382250589,442
Jake Tonges,TE,SF,292.55,32.95,8.0,27.16495550992471,00-0037112,5.970695835489572,14.9,88.96336794879463,42.565744527931656,1.06049972750602,1.0562700964630225,9.0,83.88815729166666,156.53779939513723,-67.5744314463426,443
Arizona Cardinals,DST,ARI,304.0,65.67,14.0,,,2.8708333333333336,16.0,45.93333333333334,30.0,,,,,113.56666666666666,-67.63333333333333,444
Michael Mayer,TE,LV,297.21,30.5,13.0,25.169062286105408,00-0039066,5.872739835332082,14.9,87.50382354644802,42.47352223035941,1.0609477707321588,1.061881188118812,35.0,82.47703229166666,156.53779939513723,-69.03397584868921,445
Darnell Washington,TE,PIT,298.26,29.42,9.0,25.05407255304586,00-0038558,5.761650044974962,14.9,85.84858567012694,42.37054457978488,1.060036968437796,1.0551330798479088,34.0,80.98640729166667,156.53779939513723,-70.68921372501029,446
Cam Ward,QB,TEN,158.85,24.06,9.0,24.28473648186174,00-0040676,14.401873885508941,15.8,227.5496073910413,94.62414304372508,1.1156741918004716,1.0091610414657668,17.0,203.95704145833332,299.89636725074035,-72.34675985969906,447
Jacoby Brissett,QB,ARI,196.67,38.68,14.0,33.73579739904175,00-0033119,14.350756628197635,15.8,226.74195472552265,94.57162840313096,1.1480312542478242,1.1795357650402654,23.0,197.50503645833334,299.89636725074035,-73.15441252521771,448
Elijah Arroyo,TE,SEA,310.25,25.9,11.0,23.42231348391513,00-0040739,5.564610408260746,14.9,82.91269508308513,42.1921391447636,1.0596730515038915,1.0474254742547426,13.0,78.24365729166666,156.53779939513723,-73.6251043120521,449
Bryce Young,QB,CAR,169.51,27.8,5.0,25.117043121149894,00-0039150,14.277725361103158,15.8,225.5880607054299,94.49687436340271,1.1216653906948102,1.0751791233492551,46.0,201.11885645833334,299.89636725074035,-74.30830654531044,450
Oscar Delp,TE,NO,313.96,32.59,8.0,23.091033538672143,00-0041041,5.489876872213314,14.9,81.79916539597838,42.12590524804355,1.0608006165282853,,,77.11078229166667,156.53779939513723,-74.73863399915885,451
New York Jets,DST,NYJ,319.2,79.74,13.0,,,2.4166666666666665,16.0,38.666666666666664,30.0,,,,,113.56666666666666,-74.9,452
Eli Raridon,TE,NE,315.54,34.37,11.0,22.56536618754278,00-0041395,5.465821972326771,14.9,81.44074738766889,42.10475477273594,1.0608006165282853,,,76.77290729166667,156.53779939513723,-75.09705200746833,453
Erick All Jr.,TE,CIN,317.64,38.93,6.0,25.97946611909651,00-0039814,5.3327103166539365,14.9,79.45738371814366,41.989206701393016,1.0604988951927186,1.0558659217877095,8.0,74.92453229166667,156.53779939513723,-77.08041567699357,454
Cole Kmet,TE,CHI,324.18,24.41,10.0,27.49349760438056,00-0036290,5.285447411027661,14.9,78.75316642431216,41.94879029606022,1.0609500974447648,1.0618095739084692,45.0,74.22890729166666,156.53779939513723,-77.78463297082507,455
Aaron Rodgers,QB,PIT,213.2,40.75,9.0,42.76249144421629,00-0023459,14.021037425292096,15.8,221.53239131961513,94.23669643856658,1.1538490847351863,1.196729107224083,34.0,191.99425145833334,299.89636725074035,-78.36397593112522,456
Tyler Higbee,TE,LAR,325.16,23.9,11.0,33.67830253251198,00-0033110,5.188331510912417,14.9,77.30613951259501,41.86675214226411,1.0604804058852049,1.0581959262851601,27.0,72.89728229166666,156.53779939513723,-79.23165988254222,457
Dawson Knox,TE,BUF,329.24,30.21,7.0,29.80971937029432,00-0035689,5.105393530532904,14.9,76.07036360494027,41.79777084207799,1.0600012802415164,1.0551977920883164,40.0,71.76440729166666,156.53779939513723,-80.46743579019696,458
Jason Sanders,K,FA,362.25,27.67,,30.806297056810404,00-0034794,3.5,16.0,56.0,24.0,,,,,136.66666666666666,-80.66666666666666,459
Dominic Zvada,K,NYG,342.0,17.68,8.0,22.86652977412731,00-0041145,3.5,16.0,56.0,24.0,,,,,136.66666666666666,-80.66666666666666,460
Drew Stevens,K,WAS,304.0,46.91,7.0,22.74332648870637,00-0041182,3.5,16.0,56.0,24.0,,,,,136.66666666666666,-80.66666666666666,461
Noah Gray,TE,KC,330.02,25.0,5.0,27.353867214236825,00-0036637,4.962310363711532,14.9,73.93842441930182,41.681119697359385,1.059942230772548,1.055006735518635,45.0,69.75703229166666,156.53779939513723,-82.5993749758354,462
Max Klare,TE,LAR,332.08,28.82,11.0,23.16495550992471,00-0041510,4.840394575276645,14.9,72.12187917162201,41.58409350696399,1.0608006165282853,,,67.98815729166665,156.53779939513723,-84.41592022351522,463
Geno Smith,QB,NYJ,227.97,33.24,13.0,35.90691307323751,00-0030565,13.623020234452413,15.8,215.24371970434814,93.84122739438199,1.1621353744980123,1.2205467953714253,47.0,185.21398145833336,299.89636725074035,-84.65264754639222,464
Ja'Tavion Sanders,TE,CAR,336.64,31.8,5.0,23.44695414099932,00-0039356,4.710313621379927,14.9,70.18367295856092,41.4829898129761,1.0589141527290267,1.0452044025157232,26.0,66.27890729166667,156.53779939513723,-86.35412643657631,465
John Bates,TE,WAS,340.0,39.0,7.0,28.83230663928816,00-0036628,4.673840215124575,14.9,69.64021920535617,41.45509238597891,1.0592911711886766,1.049472295514512,33.0,65.74228229166667,156.53779939513723,-86.89758018978105,466
Tua Tagovailoa,QB,ATL,281.77,31.68,11.0,28.51471594798084,00-0036212,13.444710763384709,15.8,212.4264300614784,93.66722624896528,1.187066100460799,1.3158951423348133,42.0,178.95080145833333,299.89636725074035,-87.46993718926194,467
Noah Fant,TE,NO,349.73,25.02,8.0,28.79397672826831,00-0035644,4.603616638651267,14.9,68.59388791590388,41.40193921077016,1.0600398506453979,1.055511498810468,41.0,64.70878229166665,156.53779939513723,-87.94391147923335,468
Tommy Tremble,TE,CAR,350.79,27.62,5.0,26.261464750171115,00-0037005,4.55616865562564,14.9,67.88691296882205,41.36644273143507,1.0588711838737648,1.0470392916436082,38.0,64.11253229166665,156.53779939513723,-88.65088642631518,469
Matt Hibner,TE,BAL,350.89,26.58,13.0,,,4.539000829639369,14.9,67.6311123616266,41.35368241006738,1.0608006165282853,,,63.75478229166667,156.53779939513723,-88.90668703351062,470
Justin Joly,TE,MIA,352.09,20.14,6.0,22.16016427104723,00-0041077,4.479571076978497,14.9,66.74560904697961,41.30985211239357,1.0608006165282853,,,62.92003229166666,156.53779939513723,-89.79219034815762,471
Tommy Myers,TE,FA,355.2,42.69,,,,4.43995124187125,14.9,66.15527350388163,41.28092737722969,1.0608006165282853,,,62.36353229166667,156.53779939513723,-90.3825258912556,472
Ben Sinnott,TE,WAS,355.95,14.99,7.0,24.229979466119097,00-0039912,4.349812976986096,14.9,64.81221335709283,41.21600486508797,1.0592492698954923,1.0414691943127963,12.0,61.186932291666665,156.53779939513723,-91.7255860380444,473
Nate Boerkircher,TE,JAC,356.5,12.38,7.0,25.00479123887748,00-0041503,4.29986682488491,14.9,64.06801569078516,41.180561116276714,1.0608006165282853,,,60.39590729166666,156.53779939513723,-92.46978370435207,474
Miami Dolphins,DST,MIA,329.71,53.8,6.0,,,1.2729166666666665,16.0,20.366666666666664,30.0,,,,,113.56666666666666,-93.2,475
Taysom Hill,TE,FA,412.5,24.5,,36.03832991101985,00-0033357,4.212272279334151,14.9,62.76285696207885,41.11931715417304,1.0651283738016415,1.0919552218050343,37.0,58.925157291666665,156.53779939513723,-93.77494243305838,476
Jonnu Smith,TE,GB,358.18,39.24,11.0,31.041752224503764,00-0033858,4.210822511340017,14.9,62.74125541896625,41.11831335622575,1.0647617809216992,1.0868658790826964,49.0,58.925157291666665,156.53779939513723,-93.79654397617098,477
Fernando Mendoza,QB,LV,261.28,39.51,13.0,22.93223819301848,00-0041562,13.034945847614326,15.8,205.95214439230637,93.27486444681443,1.139510534168819,,,180.73737645833336,299.89636725074035,-93.94422285843399,478
Jackson Hawes,TE,BUF,371.33,12.96,7.0,25.749486652977414,00-0040194,4.195447050895085,14.9,62.512161058336766,41.107687376796115,1.0608738937923443,1.0616698292220115,13.0,58.925157291666665,156.53779939513723,-94.02563833680045,479
Michael Trigg,TE,DAL,413.0,23.0,14.0,24.194387405886378,00-0040939,4.195157260672898,14.9,62.507843184026186,41.10748744968986,1.0608006165282853,,,58.925157291666665,156.53779939513723,-94.02995621111104,480
Marlin Klein,TE,HOU,369.18,25.64,8.0,23.969883641341543,00-0041472,4.195157260672898,14.9,62.507843184026186,41.10748744968986,1.0608006165282853,,,58.925157291666665,156.53779939513723,-94.02995621111104,481
Sam Roush,TE,CHI,378.0,4.0,10.0,23.000684462696785,00-0041558,4.195157260672898,14.9,62.507843184026186,41.10748744968986,1.0608006165282853,,,58.925157291666665,156.53779939513723,-94.02995621111104,482
Tanner Koziol,TE,JAC,370.17,9.97,7.0,23.60574948665298,00-0041084,4.195157260672898,14.9,62.507843184026186,41.10748744968986,1.0608006165282853,,,58.925157291666665,156.53779939513723,-94.02995621111104,483
